DATE,PRICE,Open,High,Low,Vol.,Change %
"Oct 13, 2019",6758.4,6721.9,6844.1,6721.9,4.30B,0.54%
"Oct 06, 2019",6721.9,6636.9,6730,6636.9,3.30B,1.28%
"Sep 29, 2019",6636.9,6824.7,6853.7,6594.6,4.24B,-2.74%
"Sep 22, 2019",6824.1,6839,6880,6776.4,4.32B,-0.22%
"Sep 15, 2019",6839,6777.1,6883.1,6757.9,6.49B,0.91%
"Sep 08, 2019",6777.1,6752.7,6800.5,6709.4,4.98B,0.36%
"Sep 01, 2019",6752.7,6698.2,6762.3,6605.4,4.64B,0.81%
"Aug 25, 2019",6698.2,6614.3,6706.7,6501.5,5.43B,1.27%
"Aug 18, 2019",6614.3,6485.9,6627.4,6485.9,4.53B,1.98%
"Aug 11, 2019",6485.9,6663.4,6681,6476.7,4.96B,-2.66%
"Aug 04, 2019",6663.4,6846.1,6846.1,6508.7,5.00B,-2.67%
"Jul 28, 2019",6846.1,6879.3,6958.7,6826.8,4.35B,-0.48%
"Jul 21, 2019",6879.3,6786.2,6901.9,6763.8,4.60B,1.37%
"Jul 14, 2019",6786.2,6787.3,6789.8,6718.5,3.58B,-0.04%
"Jul 07, 2019",6788.8,6821.9,6831.8,6727.5,4.01B,-0.63%
"Jun 30, 2019",6831.8,6699.2,6850.1,6699.2,3.98B,1.98%
"Jun 23, 2019",6699.2,6734.3,6758.8,6686.3,5.03B,-0.52%
"Jun 16, 2019",6734.3,6633.6,6773.4,6606.7,5.87B,1.52%
"Jun 09, 2019",6633.6,6525.2,6668.3,6525.2,3.63B,1.66%
"Jun 02, 2019",6525.2,6491.8,6525.2,6401,4.76B,0.51%
"May 26, 2019",6491.8,6545.4,6584.9,6460.8,4.92B,-0.82%
"May 19, 2019",6545.6,6460.2,6598.3,6460.2,4.41B,1.32%
"May 12, 2019",6460.2,6393.1,6489.1,6289.6,3.97B,1.05%
"May 05, 2019",6393.1,6427.2,6427.3,6327.4,3.98B,-0.53%
"Apr 28, 2019",6427.2,6473.2,6473.3,6408.3,3.98B,-0.71%
"Apr 21, 2019",6473.2,6349.9,6477.9,6349.9,2.35B,1.94%
"Apr 14, 2019",6349.9,6347,6378.6,6334.9,2.85B,0.05%
"Apr 07, 2019",6347,6270.6,6347,6270.6,3.54B,1.22%
"Mar 31, 2019",6270.6,6261.7,6372.6,6258.8,4.05B,0.14%
"Mar 24, 2019",6261.7,6280.9,6291.7,6181.1,4.54B,-0.31%
"Mar 17, 2019",6280.9,6265.1,6311.4,6221.1,4.48B,0.25%
"Mar 10, 2019",6265.1,6287.1,6305.5,6215.3,4.89B,-0.35%
"Mar 03, 2019",6287.1,6273.8,6350.8,6258.4,4.81B,0.21%
"Feb 24, 2019",6273.8,6241.9,6291.8,6186.9,5.19B,0.51%
"Feb 17, 2019",6241.9,6148.6,6248.8,6148.6,4.64B,1.52%
"Feb 10, 2019",6148.6,6136.2,6170.5,6098.6,4.60B,0.20%
"Feb 03, 2019",6136.2,5935.3,6171.8,5924.5,4.09B,3.38%
"Jan 27, 2019",5935.3,5971.2,5978.8,5928.6,3.82B,-0.60%
"Jan 20, 2019",5971.1,5941.2,5979.9,5897.7,3.25B,0.50%
"Jan 13, 2019",5941.2,5834.8,5948.2,5817.4,3.08B,1.82%
"Jan 06, 2019",5834.8,5677,5867.4,5677,3.14B,2.78%
"Dec 30, 2018",5677,5716,5760.6,5620.3,2.01B,-0.68%
"Dec 23, 2018",5716,5533.3,5716,5478.4,1.47B,3.30%
"Dec 16, 2018",5533.3,5678.8,5739,5494.4,5.44B,-2.56%
"Dec 09, 2018",5678.8,5757.9,5757.9,5624.8,4.51B,-1.37%
"Dec 02, 2018",5757.9,5749.3,5856.3,5694.8,4.22B,0.15%
"Nov 25, 2018",5749.3,5793.4,5855,5734.8,5.13B,-0.76%
"Nov 18, 2018",5793.4,5822.8,5823.4,5675.9,4.16B,-0.50%
"Nov 11, 2018",5822.8,6011,6027.2,5778.5,4.23B,-3.13%
"Nov 04, 2018",6011,5935.8,6025.2,5904.8,3.63B,1.27%
"Oct 28, 2018",5935.8,5759.6,5958.6,5759.6,4.54B,3.06%
"Oct 21, 2018",5759.6,6042.8,6042.8,5721.6,4.69B,-4.69%
"Oct 14, 2018",6042.8,6006.6,6050.3,5909.7,3.83B,0.60%
"Oct 07, 2018",6006.6,6293.9,6293.9,5954.2,5.11B,-4.67%
"Sep 30, 2018",6301.1,6325.5,6325.5,6241,3.73B,-0.39%
"Sep 23, 2018",6325.5,6305.4,6348.4,6280.9,4.76B,0.32%
"Sep 16, 2018",6305.4,6275.5,6315.7,6255.1,5.19B,0.46%
"Sep 09, 2018",6276.3,6252.3,6291.1,6233.6,3.79B,0.38%
"Sep 02, 2018",6252.3,6427.8,6441.3,6211.6,3.94B,-2.73%
"Aug 26, 2018",6427.8,6357.9,6481.3,6344.9,4.76B,1.10%
"Aug 19, 2018",6357.9,6425.8,6447.3,6350.6,4.83B,-1.06%
"Aug 12, 2018",6426.2,6366.6,6433.9,6330.4,4.04B,0.93%
"Aug 05, 2018",6366.8,6326.4,6398.2,6326.4,3.53B,0.64%
"Jul 29, 2018",6326.4,6388.8,6391.5,6323,4.14B,-1.02%
"Jul 22, 2018",6391.5,6377.4,6394.3,6310.5,3.88B,0.22%
"Jul 15, 2018",6377.4,6351.2,6387.4,6285.7,3.36B,0.40%
"Jul 08, 2018",6351.9,6355.7,6386.7,6295.1,3.53B,-0.06%
"Jul 01, 2018",6355.7,6289.7,6357.4,6265.2,3.68B,1.05%
"Jun 24, 2018",6289.7,6322.5,6347.5,6259.3,4.33B,-0.51%
"Jun 17, 2018",6322.1,6205.3,6347.8,6195.6,5.36B,1.88%
"Jun 10, 2018",6205.3,6156.8,6211.2,6118.8,5.32B,0.79%
"Jun 03, 2018",6156.8,6104,6181.8,6097,7.61B,0.87%
"May 27, 2018",6104,6141,6141,6072.6,4.63B,-0.60%
"May 20, 2018",6141,6190.9,6200.8,6120.8,3.88B,-0.81%
"May 13, 2018",6190.9,6216.4,6245.9,6181.9,4.20B,-0.41%
"May 06, 2018",6216.4,6155.4,6240.8,6155.4,4.03B,0.99%
"Apr 29, 2018",6155.4,6042.9,6199,6036.1,5.33B,1.86%
"Apr 22, 2018",6042.9,5964.4,6042.9,5964.4,3.53B,1.32%
"Apr 15, 2018",5964.4,5924.7,5996.3,5924.7,4.10B,0.67%
"Apr 08, 2018",5924.7,5886.9,5958.2,5868.9,5.17B,0.64%
"Apr 01, 2018",5886.9,5868.9,5905.3,5834,2.87B,0.31%
"Mar 25, 2018",5868.9,5929,5948.3,5861.9,3.43B,-1.01%
"Mar 18, 2018",5929,6054.9,6086.1,5916.9,3.93B,-2.08%
"Mar 11, 2018",6054.9,6076.4,6130.7,6013.5,5.03B,-0.23%
"Mar 04, 2018",6069.1,6028.4,6082.2,5988.1,4.53B,0.68%
"Feb 25, 2018",6028.4,6105.2,6184.6,6004.2,4.72B,-1.26%
"Feb 18, 2018",6105.2,6005.1,6108.1,5992.9,4.13B,1.67%
"Feb 11, 2018",6004.8,5937.5,6037.5,5893.1,3.86B,1.13%
"Feb 04, 2018",5937.5,6229.8,6229.8,5887.3,5.03B,-4.69%
"Jan 28, 2018",6229.8,6164.7,6229.8,6103.9,4.53B,1.06%
"Jan 21, 2018",6164.7,6119.3,6178.9,6106.2,2.80B,0.74%
"Jan 14, 2018",6119.3,6176.8,6210.4,6117.1,3.85B,-0.93%
"Jan 07, 2018",6176.8,6229.7,6256.5,6163.9,3.82B,-0.85%
"Dec 31, 2017",6229.7,6167.3,6232.1,6141.4,3.27B,1.01%
"Dec 24, 2017",6167.3,6167.3,6193,6155,1.84B,0.00%
"Dec 17, 2017",6167.3,6087.1,6181.6,6087.1,4.63B,1.32%
"Dec 10, 2017",6087.1,6077.4,6125.3,6074.6,4.54B,0.16%
"Dec 03, 2017",6077.4,6075.5,6092.3,6023.5,4.03B,0.03%
"Nov 26, 2017",6075.5,6063.1,6113.7,6039.2,4.27B,0.20%
"Nov 19, 2017",6063.1,6038.3,6078.1,6006.3,3.70B,0.41%
"Nov 12, 2017",6038.3,6104.3,6105,5994.4,3.85B,-1.08%
"Nov 05, 2017",6104.3,6030.3,6124.7,6020.7,3.81B,1.23%
"Oct 29, 2017",6030.32,5969.7,6037.9,5969.7,4.17B,1.02%
"Oct 22, 2017",5969.28,5968.6,6003.2,5928.2,3.91B,0.01%
"Oct 15, 2017",5968.62,5884.7,5985.7,5884.7,4.20B,1.43%
"Oct 08, 2017",5884.75,5777.6,5894.3,5777.6,3.78B,1.86%
"Oct 01, 2017",5777.43,5744.9,5811.5,5717.7,3.22B,0.57%
"Sep 24, 2017",5744.86,5740.6,5767.1,5709.7,3.65B,0.07%
"Sep 17, 2017",5740.57,5755.8,5800,5702.2,3.92B,-0.27%
"Sep 10, 2017",5755.84,5739.6,5835.7,5737,4.35B,0.29%
"Sep 03, 2017",5739.45,5786.1,5786.1,5726.7,4.17B,-0.81%
