DATE,PRICE,Open,High,Low,Vol.,Change %
"Jul 14, 2019",27154.2,27364.69,27398.68,27068.79,1.13B,-0.65%
"Jul 07, 2019",27332.03,26835.64,27333.79,26665.57,1.14B,1.52%
"Jun 30, 2019",26922.12,26805.86,26966,26616.21,846.63M,1.21%
"Jun 23, 2019",26599.96,26727.61,26806.52,26465.32,1.54B,-0.45%
"Jun 16, 2019",26719.13,26108.53,26907.37,26049.8,1.48B,2.41%
"Jun 09, 2019",26089.61,26090.22,26248.67,25958.66,1.15B,0.41%
"Jun 02, 2019",25983.94,24830.16,26072.75,24680.57,1.38B,4.71%
"May 26, 2019",24815.04,25616.55,25717.63,24809.51,1.17B,-3.01%
"May 19, 2019",25585.69,25655.31,25898.27,25328.09,1.30B,-0.69%
"May 12, 2019",25764,25568.06,25957.63,25222.51,1.53B,-0.69%
"May 05, 2019",25942.37,26160.62,26476.27,25469.86,1.52B,-2.12%
"Apr 28, 2019",26504.95,26559.87,26689.39,26180.36,1.46B,-0.14%
"Apr 21, 2019",26543.33,26510.77,26695.96,26310.28,1.44B,-0.06%
"Apr 14, 2019",26559.54,26407.76,26602.42,26316.42,1.25B,0.56%
"Apr 07, 2019",26412.3,26312.67,26436.68,26062.59,1.26B,-0.05%
"Mar 31, 2019",26424.99,26075.1,26487.57,26071.69,1.28B,1.91%
"Mar 24, 2019",25928.68,25490.72,25949.32,25372.26,1.42B,1.67%
"Mar 17, 2019",25502.32,25801.88,26109.68,25501.45,1.69B,-1.34%
"Mar 10, 2019",25848.87,25208,25927.91,25208,1.87B,1.57%
"Mar 03, 2019",25450.24,26122.19,26155.98,25252.46,1.36B,-2.21%
"Feb 24, 2019",26026.32,26126.15,26241.42,25877.24,1.42B,-0.02%
"Feb 17, 2019",26031.81,25849.85,26052.9,25762.21,1.10B,0.57%
"Feb 10, 2019",25883.25,25142.81,25883.72,25009.1,1.42B,3.09%
"Feb 03, 2019",25106.33,25062.12,25439.04,24883.04,1.40B,0.17%
"Jan 27, 2019",25063.89,24596.98,25193.15,24323.94,1.95B,1.32%
"Jan 20, 2019",24737.2,24607.76,24860.15,24244.31,1.35B,0.12%
"Jan 13, 2019",24706.35,23880.53,24750.22,23765.24,1.53B,2.96%
"Jan 06, 2019",23995.95,23474.26,24014.78,23301.59,1.58B,2.40%
"Dec 30, 2018",23433.16,23153.94,23518.64,22638.41,1.43B,1.61%
"Dec 23, 2018",23062.4,22317.28,23381.88,21712.53,1.49B,2.75%
"Dec 16, 2018",22445.37,23986.83,24088.08,22396.34,2.86B,-6.87%
"Dec 09, 2018",24100.51,24360.95,24828.29,23881.37,1.79B,-1.18%
"Dec 02, 2018",24388.95,25779.57,25980.21,24242.22,1.68B,-4.50%
"Nov 25, 2018",25538.46,24364.13,25549.71,24364.13,1.76B,5.16%
"Nov 18, 2018",24285.95,25392.61,25392.61,24268.74,1.25B,-4.44%
"Nov 11, 2018",25413.22,25959.33,25966.71,24787.79,1.82B,-2.22%
"Nov 04, 2018",25989.3,25261.47,26277.82,25261.47,1.58B,2.84%
"Oct 28, 2018",25270.83,24818.98,25578.98,24122.23,2.18B,2.36%
"Oct 21, 2018",24688.31,25492.14,25561.34,24445.19,2.19B,-2.97%
"Oct 14, 2018",25444.34,25332.46,25817.68,25236.01,1.57B,0.41%
"Oct 07, 2018",25339.99,26399.45,26539.94,24899.77,1.91B,-4.19%
"Sep 30, 2018",26447.05,26598.36,26951.81,26301.81,1.33B,-0.04%
"Sep 23, 2018",26458.31,26705.25,26709.94,26349.34,1.24B,-1.07%
"Sep 16, 2018",26743.5,26151.66,26769.16,26030.35,1.64B,2.25%
"Sep 09, 2018",26154.67,25991.91,26211.11,25754.32,1.29B,0.92%
"Sep 02, 2018",25916.54,25916.07,26073.68,25805.95,1.09B,-0.19%
"Aug 26, 2018",25964.82,25882.71,26167.94,25879.77,1.16B,0.68%
"Aug 19, 2018",25790.35,25727.7,25888.82,25608.02,1.10B,0.47%
"Aug 12, 2018",25669.32,25327.19,25728.16,24965.77,1.36B,1.41%
"Aug 05, 2018",25313.14,25437.43,25692.72,25222.88,1.15B,-0.59%
"Jul 29, 2018",25462.58,25439.32,25500.16,25120.07,1.51B,0.05%
"Jul 22, 2018",25451.06,25036.9,25587.24,24983.33,1.40B,1.57%
"Jul 15, 2018",25058.12,25025.58,25215.32,24979.64,1.29B,0.15%
"Jul 08, 2018",25019.41,24519.2,25043.21,24518.43,1.20B,2.30%
"Jul 01, 2018",24456.48,24161.53,24520.29,24077.56,862.18M,0.76%
"Jun 24, 2018",24271.41,24463.73,24569.02,23997.21,1.69B,-1.26%
"Jun 17, 2018",24580.89,24944.28,25003.1,24406.63,1.90B,-2.03%
"Jun 10, 2018",25090.48,25336.67,25402.83,24894.38,1.87B,-0.89%
"Jun 03, 2018",25316.53,24727.55,25326.09,24710.82,1.64B,2.77%
"May 27, 2018",24635.21,24606.59,24714.48,24247.84,1.47B,-0.48%
"May 20, 2018",24753.09,24883.06,25086.49,24605.9,1.60B,0.15%
"May 13, 2018",24715.09,24879.37,24994.19,24629.39,1.45B,-0.47%
"May 06, 2018",24831.17,24317.66,24868.65,24198.34,1.59B,2.34%
"Apr 29, 2018",24262.51,24410.41,24498.23,23531.31,1.90B,-0.20%
"Apr 22, 2018",24311.19,24488.07,24579.94,23823.08,2.04B,-0.62%
"Apr 15, 2018",24462.94,24483.15,24858.97,24375.04,1.87B,0.42%
"Apr 08, 2018",24360.14,24037.52,24646.45,23954.83,1.70B,1.79%
"Apr 01, 2018",23932.76,24076.6,24622.26,23344.52,2.04B,-0.71%
"Mar 25, 2018",24103.11,23825.74,24446.22,23708.73,2.00B,2.42%
"Mar 18, 2018",23533.2,24893.69,24977.65,23509.06,1.99B,-5.67%
"Mar 11, 2018",24946.51,25372.44,25449.15,24668.83,2.14B,-1.54%
"Mar 04, 2018",25335.74,24471.31,25336.33,24387.15,1.81B,3.25%
"Feb 25, 2018",24538.06,25403.35,25800.35,24217.76,2.31B,-3.05%
"Feb 18, 2018",25309.99,25124.91,25313.91,24792.99,1.59B,0.36%
"Feb 11, 2018",25219.38,24337.76,25432.42,24290.48,2.13B,4.25%
"Feb 04, 2018",24190.9,25337.87,25520.53,23360.29,3.44B,-5.21%
"Jan 28, 2018",25520.96,26584.28,26608.9,25490.66,2.28B,-4.12%
"Jan 21, 2018",26616.71,26025.32,26616.71,25974.65,2.26B,2.09%
"Jan 14, 2018",26071.72,25987.62,26153.42,25702.99,2.21B,1.04%
"Jan 07, 2018",25803.19,25308.4,25810.43,25235.41,1.74B,2.01%
"Dec 31, 2017",25295.87,24809.35,25299.79,24741.7,1.56B,2.33%
"Dec 24, 2017",24719.22,24715.84,24871.66,24708.42,905.90M,-0.14%
"Dec 17, 2017",24754.06,24739.56,24876.07,24697.11,1.63B,0.42%
"Dec 10, 2017",24651.74,24338.11,24688.62,24314.74,1.92B,1.33%
"Dec 03, 2017",24329.16,24424.11,24534.04,24101.24,1.72B,0.40%
"Nov 26, 2017",24231.59,23552.86,24327.82,23545.02,1.92B,2.86%
"Nov 19, 2017",23557.99,23370.71,23617.8,23360.58,1.03B,0.86%
"Nov 12, 2017",23358.24,23367.47,23492.19,23242.75,2.24B,-0.27%
"Nov 05, 2017",23422.21,23533.96,23602.12,23310.02,1.53B,-0.50%
"Oct 29, 2017",23539.19,23405.75,23557.06,23327.87,1.85B,0.45%
"Oct 22, 2017",23434.19,23348.95,23485.25,23251.11,2.15B,0.45%
"Oct 15, 2017",23328.63,22892.92,23328.84,22887.12,1.62B,2.00%
"Oct 08, 2017",22871.72,22779.73,22905.33,22739.38,1.50B,0.43%
"Oct 01, 2017",22773.67,22423.47,22777.04,22416,1.21B,1.65%
"Sep 24, 2017",22405.09,22320.47,22405.63,22219.11,1.50B,0.25%
"Sep 17, 2017",22349.59,22297.92,22419.51,22283.35,1.52B,0.36%
"Sep 10, 2017",22268.34,21927.79,22275.02,21927.79,1.79B,2.16%
